,wAP0021_d8_54A,wAP0031_d4_55A,wAP0034_d0_56A,wAP0035_d4_57A,wAP0037_d0_63A,wAP0038_d8_58A,wAP0040_d8_59A,wAP0041_d4_64A,wAP0043_d4_60A,wAP0045_d8_65A,wAP0046_d4_62A,wAP0047_d0_66A,wAP0048_d4_67A,wAP0049_d0_68A,wAP0049_d8_61A,wAP0050_d4_69A,wAP0054_d8_70A,wAP0026_d4_97A,wAP0051_d0_98A,wAP0051_d8_106A,wAP0052_d4_103A,wAP0052_d8_96A,wAP0054_d0_100A,wAP0055_d8_101A,wAP0057_d0_102A,wAP0058_d0_109A,wAP0058_d8_108A,wAP0059_d4_107A
HSD17B10,0.059670874,-0.350977399,0.053986867,0.295925539,0.604557833,-0.149981411,0.029085743,-0.069670688,-0.379392789,0.02992652,0.643980058,0.146047614,0.192993095,0.726522664,0.031373129,-0.401579876,0.295124421,0.116168126,0.730442755,0.058606928,-0.012067328,0.040176605,0.434408856,0.443280722,0.446782412,0.362019034,0.366455292,0.31442674
NAP1L4,-0.327378734,0.087935844,0.165380378,-0.329609413,-0.061708719,-0.497081603,-0.390354144,0.150545438,0.294062535,0.227217375,-0.395713817,0.04147582,0.109230855,0.059780728,-0.009182047,0.308471517,-0.274662591,0.204689762,-1.67934477,-0.635961173,-0.08168156,0.509159627,-0.348951192,-0.79578603,-0.45085954,0.148073322,-0.222341167,-0.27647708
MGST2,-0.829360625,0.566878629,1.111299261,NA,0.899033333,0.439836533,-0.034112057,0.367026096,NA,NA,0.01234654,1.304323417,1.465259835,0.336413938,-0.085810829,0.555232986,1.216811248,NA,-1.402530607,-2.373778528,0.881796228,-0.92646325,1.822301929,0.259885039,0.879884878,0.188277978,1.097903546,-0.05452127
NAPG,-0.249837769,-0.635425519,0.583260143,0.183787951,-0.124679138,-0.231499436,0.038194861,0.045354237,-0.246921813,1.810578203,-0.267568895,0.140267197,-0.512047543,0.2666894,0.022976795,0.085008885,-0.229474341,-0.159198708,-0.639345906,-0.624648437,-0.35460401,-0.132438522,-0.101289299,-0.050843561,0.181730416,-0.12374164,-0.582856777,0.62441491
DMAC2L,0.806905268,-0.046415281,1.255910934,0.978958643,1.102964942,-0.272845736,-0.599385807,0.390346165,-1.658327644,NA,0.0721237,-0.288634781,-1.827392531,-2.580967536,-0.806123096,-0.77608171,0.130564099,0.471357411,-0.016207249,-0.262066562,-0.081319579,-0.140109814,-0.19304202,-0.024885981,1.329181292,-1.152561304,-1.831963089,0.49226308
ACO2,-0.582014812,-0.016862672,0.010453904,0.018810821,-0.093905367,0.063746602,-0.157204225,-0.372528154,-0.037503648,-0.386723123,0.104899996,0.115959129,-0.345606864,0.387368926,-0.078009896,0.152059877,0.059499483,0.12854428,-0.424824599,-0.123143248,0.145247488,0.087874024,0.374329653,0.158753385,-0.015671677,0.236436334,-0.02173242,-0.1277733
TM9SF2,-0.771199617,-0.631064304,-0.403654149,-0.619481185,-0.763282908,0.149335895,0.486361447,-0.492336149,-0.524052906,-0.576772254,-0.425795578,0,0.059871318,-0.426044542,-0.391590234,-0.734604635,0.593792492,-0.092692902,-1.780211395,-1.011926667,-1.19136352,-0.960015892,0.142923692,-0.365174145,-1.083515585,0.077831475,-1.042000977,-1.03915329
TSG101,0.433395224,-0.10560844,-0.109444093,0.039349159,-0.121200252,-0.035461963,0.193937764,-0.042478907,-0.321532587,0.318206425,-0.198764484,-0.054665432,-0.1827736,-0.029510025,-0.145007862,0.409819539,0.326017047,0.39821661,0.257382374,1.73E-05,-0.299909149,0.336030156,0.335579416,0.378470248,0.010473409,0.068777244,0.218531033,0.268530101
CPNE1,-1.391071757,0.377269945,0.84193038,0.897719042,-1.488830291,-1.730664671,1.166886898,0.24531437,-0.461748297,-0.304166582,0.382373478,0.603556293,-1.615956497,0.631572948,0.28852856,-0.492858562,0.517515707,0.887167597,0.40070717,-0.282605392,0.367045256,-2.924937696,-0.501452029,-2.177795505,-0.953240805,-0.941089723,-0.871122491,-2.018226286
CCT7,-0.114676603,-0.299195642,0.367049316,0.258158228,0.116423493,0.012030593,0.0136171,-0.125377232,-0.006251117,-0.219044192,-0.193036148,0.064928577,-0.124879998,0.165329439,-0.563285789,-0.308780817,-0.119474614,0.282500314,0.03740642,-0.013330325,-0.308539871,-0.075675802,-0.407154947,-0.267172644,0.155386422,0.019049366,-0.226166406,-0.45155896
SH3GL2,-0.151087089,1.214422582,0.232486287,0.180023294,0.089294959,0.364820065,-0.251904732,0.463077203,0.229731663,NA,0.044706836,-0.749814798,-0.187359827,-2.694386592,-0.581516876,-0.099126371,-0.90803333,-0.903276659,-0.440898291,0.457024641,-0.372679997,0.910642641,-1.110245149,-0.801555905,-0.575920217,0.316907401,NA,-0.384238589
DPYSL5,0.054901105,0.220766975,-0.04916986,0.153459227,-0.128756455,0.098296749,-0.383725256,-0.778911088,-0.59713975,-0.539221371,0.024537501,0.453913276,0.147691609,0.398441706,-0.920432482,0.158351289,-0.374876231,-0.075278544,0.802701394,0.225542686,-0.454758014,-0.005524761,-0.021312878,-0.264332865,0.005503685,-0.927319192,-0.653301138,-0.029498165
NIPSNAP1,0.477533772,-0.611715957,0.518942377,-0.25590516,0.080209074,0.518647928,0.104778424,-0.251352773,-0.205737698,-0.952355108,0.222273762,-0.287344486,0.687450535,0.483735214,0.340096167,-0.416623754,-0.557100907,0.445217848,0.069591949,0.351918291,-0.442223061,-0.099464095,-0.037788402,0.124766404,-0.266381888,0.19152138,0.430088036,0.338746462
ARPC5L,1.795128645,0.144530922,NA,0.992682867,-1.539504058,-0.033439828,-0.863813676,0.355291727,-1.758807004,1.936785978,0.923239439,0.943961113,NA,-0.986498105,-0.661714124,0.756447528,1.25818993,-2.741850565,NA,-0.675816317,-1.276144833,-0.478756625,NA,-0.068644894,-0.029894969,-0.482622394,1.219915331,0.676445625
ECSIT,0.256004643,-0.245172911,-0.264858385,0.411243766,0.97773495,-0.640555544,0.166613964,0.155709656,-0.508342383,-0.791213424,-0.460649009,-0.570630846,0.668455609,-0.27833119,-1.507357902,-0.908052111,-1.490825402,-0.350944496,0.072746662,0,0.01518614,0.634173034,-0.199875794,-0.128074848,-0.259188212,0.206310399,0.735801734,0.031606687
TUBA1C,-0.589553352,0.376357008,1.086275577,0.028555319,0.251502761,0.971728645,-0.157577003,1.11735577,0.015044807,NA,-0.981132985,-0.33747656,0.462088889,-0.736134154,-0.284569197,0.62492976,0.086791254,0.785853359,0.835836486,0.252695749,-0.281388997,-0.432808901,0.382359574,0.131587173,-0.467530396,-0.500260812,-0.141166076,0.518191147
MGME1,NA,0.814245451,0.29897113,0.177943913,-0.290029408,-0.224629487,0.387050397,0.391545538,0.376203671,NA,-0.109023098,-0.699367272,2.447012588,-0.18716491,-3.420791127,-0.351769055,-0.255765473,-0.252770653,NA,NA,0.648502905,1.409804076,-1.674250612,-0.101337418,-0.523422079,0.430039553,-0.663688551,-0.294589124
TXNDC17,0.238970673,-0.049628808,0.269798307,-0.321366649,0.308819843,0.183392731,-0.042556992,-0.7662962,0.56908438,0.766773661,0.194232632,0,0.145261121,0.289893982,0.417086942,0.27570665,-0.138388662,0.085801391,0.503024969,0.630320664,0.389897777,0.276495637,0.247127696,-0.076606179,0.281341396,-0.036128732,-0.311969432,0.249347947
VPS25,-0.425480498,-2.125274501,-0.523458812,0.478212936,-0.150543224,NA,0.934501219,0.471576084,NA,0.948287434,0.532692902,-0.609536834,1.28400572,-0.371270437,-0.824427986,0.391081731,1.739782165,-0.028390571,-0.705819742,-0.868009373,-0.274366374,0.640505207,-0.009801042,1.762294514,-0.937080188,0.348761688,-0.428515532,0.190665981
CHCHD6,-0.0466376,0.516288805,0.543258841,-0.195429347,-0.119634051,-0.430233351,-0.038649938,0.423095063,0.02232299,-0.025503201,-0.183695608,0.132495988,-0.239450866,-0.802874243,-0.040429937,0.098824787,-0.600631207,-0.098235523,-0.155466575,0.318736937,0.755404315,0.6475812,0.224879438,-0.747725103,0.113281576,0.142408887,0.030225831,0.018537271
PRXL2A,-0.11660198,-0.315239598,0.102680742,0,-0.102114994,-0.257578628,0.42223123,0.004736496,-0.482777353,0.782819116,-0.290880479,-0.706167501,0.64305737,-0.499977597,0.557785302,0.250678948,-0.338507162,-0.101887347,-0.760168768,-0.64105997,-0.038556917,0.043616796,0.088257982,0.438037267,0.317958738,-0.13126866,0.389279291,-0.969299357
ERP44,-0.686363986,-0.560745958,-0.718591291,0.571854301,0.745237934,0.250724813,0.287393681,0.066969774,0.123941333,-0.262686255,-0.370255321,0.904121428,-0.181853385,0.606055624,-0.198202323,0.597797189,0.570047134,-0.341471559,0.362359518,0.536538035,0.526743013,-0.029881299,-0.19790207,-0.853736953,0.738694488,-0.441078691,0.403125886,-0.210685164
NTPCR,0.878487069,0.564742032,-0.044659786,1.252774853,0.517596482,0.259977328,-1.006057565,0.333181025,1.598694133,-0.081686165,-0.097645213,1.264920766,-0.157100284,-0.370470629,1.393178515,-0.19007232,-0.585774824,0.631366567,0.409816953,0.912768119,0.584985529,0.337805634,-0.347731298,-0.43923751,-0.677825911,-0.23186483,-0.0225796,-0.150942448
HDHD3,-0.906526058,0.026373739,-0.171298312,0.473435333,-0.526715178,0.320400779,0.343344357,-0.008231198,0.48269188,0.10867544,0.623857975,0.711154102,0.936379532,0.112789413,1.301429698,-0.474473496,-0.092122223,0.18489473,-0.888919239,-0.183995271,0.06969548,-0.743717929,0.14690996,0.220828312,1.147554103,0.341131245,1.069682006,0.151984986
CCM2,NA,-0.552415297,-0.703101141,0.743341104,0.131368122,-0.089075424,0.27092464,0.367876871,-0.782810819,0.510001636,-1.029984691,0.027159342,0.549839561,-0.142318344,-1.068884986,0.226204731,-0.476508171,-0.879460247,0.442642235,-0.799975082,0.11778171,0.505987529,-0.208855448,0.353427818,-0.095747926,-0.726989788,0.364256701,-0.090482979
CNPY3,0.478241618,-0.238950027,-0.099816708,0.194375518,-0.227896046,-0.942121113,0.64875812,-0.106228908,0.936410809,0.251510009,-0.63774362,1.27219827,-0.943899829,-0.233454132,0.99023738,0.626162572,-0.411917224,-0.899223101,0.572942357,0.810397438,-0.19875064,0.25860482,-0.352712394,-0.306335307,0.001891426,-0.308068768,0.974264773,0.078617446
COPS4,-0.224815393,0.034016016,0.432071185,-0.035381185,-0.207644691,0.278266208,0.507546656,0.204076098,-0.172463545,0.038847267,0.524137877,-0.044793327,-0.553579613,0.244528554,-0.195262789,-0.211278432,0.161067156,0.498532266,0.067028757,-0.100972141,-0.667966327,-0.186462522,-0.523434097,-0.188821836,0.131560153,0.356447079,0.06013947,0.031214472
TMEM43,NA,-0.444321966,-0.208564563,-0.020651598,0.807654433,1.015602105,-0.392630553,0.341556185,0.036814781,-0.724130668,-0.197676071,-0.146145761,1.302659768,0.226991212,-0.368872822,1.204493619,0.053763715,0.142759317,0.014270314,0.421046617,0.8787549,-0.657816582,0.29203928,0.131173655,-0.407584873,0.574756671,0.979573501,-0.116162112
TBCD,-0.306116499,0.160710623,-0.120436705,0.088709648,-0.024076947,0.24317292,-0.263315439,0.667776343,-0.038901495,-0.103320069,0.303319503,-0.117173759,-0.436112808,-0.297859223,-0.453177493,0.429409298,0.28782723,-0.060570522,-0.451746564,-0.50070974,-0.118317337,0.110627515,-1.349822912,-0.086683896,-0.267761046,0.596711279,0.145183061,-0.052580008
LMF2,NA,-1.36128105,0.399675595,0.186700254,0.333069994,0.029947857,-0.994014783,0.473639241,0.509554826,-0.246372051,-0.61015146,-0.413131431,-0.02597598,0.094393466,NA,0.012467377,0.480585518,0.464655172,-1.404527035,NA,0.536137216,-0.0774052,1.118515277,1.067316186,0.497440402,0.131944422,-0.854797327,-0.154063272
DERL1,-1.65830335,0.552540525,-0.992348627,-0.364772806,0.185473878,0.461946299,0.314125878,0.569741542,-0.249733923,NA,-0.74787725,-0.313893614,-0.519310114,-0.332021709,1.489778402,0.529391282,0.293078989,0.35748978,0.864206945,-0.040502849,0.213626279,-0.186804678,0.405295647,0.355388139,0.675143819,0.963989355,0.110052505,-0.33308868
APOO,-0.004545431,0.313729201,-0.703430943,-0.121209765,-0.139483547,0.417353661,0,-0.168193252,-0.407436975,0.924657464,-0.004512485,-0.94847981,0.26233856,-0.025438168,0.864701526,0.438781233,0.494184759,-0.498277055,-0.311817482,0.440946414,0.367993486,0.80029099,0.937934585,0.376225054,-0.948061214,-0.779339478,0.564253081,0.378608797
BDH2,-1.115317758,-0.346929912,0.477207086,0.362796449,0.075032954,-0.469545319,0.545859949,0.375066562,-0.096918873,0.306197621,0.612665387,0.410033112,-0.278664095,0.023080019,0.556902662,0.671961578,-0.051740235,0.534674214,0.715507414,0.43448669,-0.042269552,-0.120635087,0.614505996,-0.123590932,0.547538332,-0.096409465,0.321321863,0.47400165
C1orf50,0.294287304,0.578402652,-0.825051773,0.317760339,0.112979132,0.074855389,0.422679115,-1.033526553,-0.050013776,0.570876171,0.770630776,0.305865461,0.000110585,0.142257342,-0.402108908,0.090592729,0.352863186,-0.033217037,0.68165246,0.789059973,0.075275329,0.861312054,-0.574948069,0.075970043,0.117431582,0.499417868,-0.577863899,0
CEP250,0.826104368,-0.255781299,-0.452421816,-0.029473287,-0.663791392,-0.403431611,0.162430649,0.262385468,0.122129062,1.521176647,-0.347298614,-0.814930464,-0.459210492,0.699087675,0.960373177,-0.236240576,0.256689821,-0.507383242,-0.40710346,-0.090040516,-0.907230383,-0.712006868,-0.589648834,-0.889252544,-0.828425965,-1.499556911,-1.227103048,-0.66394597
MECR,-1.140209679,-0.020206098,-0.271233495,0.765359108,-0.608898621,0.381131201,-0.169197518,-0.20718772,0.065301467,0.282536711,-0.168127433,0.366688922,0.044400014,0.440324079,0.557353619,0.377344693,0.667143026,-0.600196259,0.294581004,0.424747652,0.395424621,0.110063528,-0.013852568,-0.389664078,0.382879993,-0.478967821,0.236017162,0.344421009
TMEM109,0.768071249,0.436380939,0.134726024,-0.493490825,0.355429135,0.058682063,1.432014649,0.248204152,-0.158642701,NA,-0.429545539,0.443857798,1.300761252,-1.433566157,-0.774481978,0.301668144,0.255982636,0.602485957,-0.958998075,-0.730343709,-0.03126526,-0.031187221,-0.401898518,-0.615505433,-0.765043509,-0.826925128,-0.382101523,0.982844737
PTDSS2,-2.214090345,0.550910091,0.452578278,0.170316607,0.04839177,NA,0.213765703,0.632295276,-0.759528266,-0.297150842,-0.672508395,0.057485281,0.986572521,-1.879319166,-3.49664762,0.609228832,-0.779623376,-0.81941831,-1.56897186,-0.948161521,0.100030653,-2.656432272,0.141429794,-0.016452697,-0.865806299,-0.61565142,0.130715389,0.503458015
TMED9,1.019531453,-1.712837853,0.418128805,-0.803944388,0.239925917,0.149583805,0.15676199,-1.033150935,-1.023071765,0.239501907,-0.580517455,-0.654131715,-0.984704808,-0.224275951,0.465463516,0.705690356,0.475114648,-1.074238924,0.491975982,0.253418706,0.006910349,-0.64792273,-0.057386536,-0.536187097,-0.328927945,-0.24035889,0.129783261,0.064892743
GGACT,NA,NA,NA,-0.721052729,-2.025108163,0.8178477,2.068773984,0.190876343,-1.498854857,1.329735416,0.812870201,-1.324257071,-0.183504256,-2.337331427,2.043109547,1.428057254,-0.568436055,-1.3180086,-0.063249266,1.501063197,NA,NA,-2.380524611,1.675539592,1.644928133,0.455604796,1.14767113,-0.106882184
ACAT2,0.085926607,0.635583361,-0.154562743,-0.320466865,0.34683259,-0.159841511,0.085801881,0.310294406,0.551987502,-0.033326187,-0.105870728,0.236296462,-0.207417361,0.124852066,0.607473289,0.473415192,0.377535924,-0.554540874,0.315443256,0.750881993,-0.055714818,0.186209211,0.396196807,-0.060200357,0.0051224,-0.591580729,0.89368331,-0.531921628
CHID1,-1.467219471,-0.553753885,-2.179861824,1.292257245,0.149101807,0.234229091,0.192621884,-0.436050745,0.866863188,NA,0.464550977,1.58886155,-0.050904786,-0.791611266,0.433153492,0.469478378,1.482368678,-0.463709907,0.421694041,-0.487244904,0.11151133,0.232718232,-0.449775494,0.609463718,-0.928489172,0.60371867,0.707655093,-0.397792218
LSM14B,-0.128895615,0.166655927,-0.061341688,-0.322640565,-0.792525575,-0.191544306,-0.12635738,0.060820117,-0.005600408,-0.075883268,0.065752373,0.030308419,-0.096431899,0.056047343,-0.084027798,-0.255736186,0.05607896,-0.257474796,-0.00231494,0.138179291,0.298642253,0.165865178,-0.062301143,0.05715387,-0.279395154,-0.333466976,-0.106056773,0.233619824
HINT2,0.087021926,-0.164519126,0.041038889,0.10046791,-0.855673711,0.281759331,0.306577478,-0.044174967,0.383082578,0.542475677,0.665465584,0.318220339,0.157748981,0.438675408,0.165104332,0.250113104,0.032936276,0.725019694,0.039755048,0.263905269,-0.155149599,-0.103437986,0.03736532,0.44421178,-0.066609581,-0.230493579,-0.153639378,-0.278328434
AP1M1,-0.765025636,0.269191112,0.401250074,0.207049292,-0.337025356,-0.057482956,0.012986518,0.321457255,-0.47857174,-0.210055319,-0.092387713,0.019743854,0.383391237,-0.394110767,0.661894895,0.393591544,0.677600604,-0.565423997,0.228612992,0.149019228,-0.098380919,0.110043443,0.327723087,0.202436098,-0.520895196,-0.055731536,-0.330811319,-0.95371717
STK31,1.989534602,-1.628866861,-0.346822948,0.533332067,-0.327734281,-0.464490309,-0.536437598,-0.912698926,-0.365183655,0.816769408,1.036273171,-0.605414578,0.312843953,-0.425489302,0.443705846,0.117312133,-0.439490394,0.321583432,-0.512268746,-0.253469546,-0.391252249,-0.758386478,-0.204828859,-0.380319508,-0.342263515,-0.074708651,-1.107232159,0.071205952
EIF2A,-1.041034393,-0.043176109,0.635963116,0.266928228,-0.491067035,-0.514217538,-0.272079177,0.499888577,0.265055372,-0.075517455,0.123790513,-0.731785675,0.085096387,0.317578105,0.683934025,0.196829261,0.170780594,-0.292233445,0.175935603,-0.499730112,-0.141888701,-0.089692266,0.676089718,0.348194006,-0.112512697,-0.136413451,0.200134877,-0.016096442
SRXN1,1.255573549,-0.279723377,-1.715109566,1.46550862,1.651477109,0.032428881,0.41127359,0.660655791,-2.337331871,NA,-0.106709772,1.95794889,NA,0.290549888,NA,-0.496630884,1.238875233,0.61840906,1.42247274,1.440583684,NA,0.10679166,0.792184172,0.102298539,0.922063748,-1.263958666,1.031882848,1.303066257
ASPSCR1,0.283080469,-0.544068354,-0.014467526,-0.024531668,-0.233326202,-0.126228803,-0.580854493,-0.31937915,0.816557365,-0.008968004,0.257697994,0.21476976,0.286358801,0.191148147,0.093619397,0.168524967,0.937701086,-0.266426971,0.469397716,0.620181746,-0.401021428,0.456534596,0.277408334,0.099071127,0.499114145,-0.458504798,-0.323600851,-0.453436052
DPY30,-1.76413381,1.232849485,-0.278751691,0.462160668,0.451385106,-0.612744438,0.423057874,0.459495516,0.272967696,-0.031852102,0.873118988,0.049174417,-0.14327281,0.183127982,-1.53237125,-0.305014879,0.167990864,-2.929510914,0.443436842,0.542587596,0.973599806,0.811395446,1.029313383,-1.798941757,0.747625122,-1.25793452,-0.180493761,0.920174836
UBE2O,0.16937881,-0.02077852,0.170185197,-0.132581539,-0.548837283,-0.489004129,0.41914448,0.397095183,-0.45768633,0.588369186,0.011662149,0.355680854,-0.608872131,-0.512130897,0.142578418,-0.217906388,0.467042805,0.060423179,-1.42630853,-0.298447011,0.526060725,0.350942251,-0.090585067,-0.336204753,-0.582710211,-0.002408147,0.272267151,0.3434171
LNPK,-0.007456734,-0.211393865,-0.339813791,-0.686577988,0.196319047,0.536871644,0.192702419,0.649106747,-1.047350804,NA,0.665725203,0.330953482,0.82756562,-0.608630514,0.585669702,1.157210254,-0.398428723,-0.470826057,0.594758982,0.079440501,0.490629687,0.235782744,0.521049802,0.007418391,0.567990013,-0.73490938,-0.189382206,-0.571015848
PITHD1,-0.165138524,0.398946118,-0.195973939,0.859697158,-0.178390275,-0.271821688,0.61681618,0.709106697,0.894302472,0.421079723,-0.452204923,1.308104956,-0.144245566,1.32210688,-0.337829038,-0.080707009,0.665676635,0.780457259,0.461434607,0.152650886,-0.200712167,-0.049313464,-0.175543638,0.281533457,-0.781524903,0.112760778,-0.243005264,-0.234413142
SLIRP,0.449605881,0.697105198,-0.1805504,0.419092825,1.322256573,-0.662599294,0.207285171,-0.7748758,-0.790717637,-0.82979866,0.789548291,0.380986148,-0.857927284,0.442124002,0.143867801,0.172994955,-0.078872775,-0.555550902,0.066324451,0.175384928,0.112397529,-0.703070983,1.023909822,-0.021475217,-0.32092971,0.502993857,0.274553139,-0.53641613
CCDC90B,0.285955948,0.312392098,-0.221712009,-0.034733586,-0.464790089,-0.559827922,-0.299030248,-0.981934681,-0.256008223,NA,-0.230783403,-0.724092313,0.496856965,0.188394393,0.564371213,0.186857704,0.147390557,-0.817234324,-0.82628636,0.039408904,-0.056066828,0.292199893,-0.710117002,-0.004580694,0.343955976,-0.318452536,0.371205491,0.002688372
NIF3L1,0.305106146,0.13972965,-0.938357918,0.322759011,-1.662868654,0.193798185,0.057196742,-0.747008092,0.479399572,2.257592372,-0.759801421,-1.044612189,0.794356797,0.020671144,-0.020971633,1.216704266,0.815322088,-0.712749289,-0.05071071,0.145536945,1.79689417,1.398598914,NA,0.768597416,0.440768335,-2.124089141,-0.686430083,-2.031527919
NAA50,0.882583726,-0.420974534,0.071386577,1.011336981,-0.962286205,0.204984251,-0.152253161,-0.563499204,0.595415005,NA,0.01585576,-1.330422507,0.318975777,-0.277682903,-0.473517781,0.031604616,-0.608096713,-0.206343172,-0.447623897,0.036767989,0.064410413,0.460858374,NA,1.093804572,-0.940798839,-0.400660031,-0.579827502,-0.048439247
