,wAP0022_d4_2A,wAP0026_d0_10A,wAP0029_d8_50A,wAP0030_d0_51A,wAP0033_d8_20A,wAP0037_d4_31A,wAP0041_d0_41A,wAP0042_d0_87A,wAP0042_d4_42A,wAP0043_d8_40A,wAP0045_d4_88A,wAP0046_d0_46A,wAP0047_d4_47A,wAP0050_d0_93A,wAP0026_d4_97A,wAP0051_d0_98A,wAP0051_d8_106A,wAP0052_d4_103A,wAP0052_d8_96A,wAP0054_d0_100A,wAP0055_d8_101A,wAP0057_d0_102A,wAP0058_d0_109A,wAP0058_d8_108A,wAP0059_d4_107A
ISOC2,-0.942939292,-0.058934702,-1.427336737,-1.676040739,-0.227187487,-1.279102821,-0.173719421,0.254168735,0.639029905,0.525603013,-0.480406634,0.540731064,1.092241742,-0.563812325,0.19329286,-0.306270389,0.896041854,0.230611911,0.638785537,-0.201375686,0.904581824,0.359079007,1.275456578,0.656757133,0.958573915
NTAN1,0.226527743,-0.426389464,-0.751044861,0.166327841,-0.335145561,0.123569821,-0.143260636,-0.212476546,-0.329166234,-0.932845751,-0.086404072,0.148654257,-0.090162369,-0.154334484,-0.202723134,0.044520544,0.31933169,0.135070993,0.538659159,0.297149954,0.347375462,0.586311622,-0.368011157,0.204779476,-0.072557655
TTC17,1.825422881,-1.933287415,0.114454773,0.203094354,-0.943826842,NA,-2.325376883,-0.593338403,0.86667898,-0.890870991,0.409766104,-0.397904104,-0.581040243,1.899089686,0.146870853,0.790356152,0.319130325,1.339018849,0.351069636,0.177101727,0.252500656,1.001769608,-0.582276055,0.144098847,0.840127623
SLC25A46,-0.056479218,0.508951127,-0.291549267,-0.827188691,-1.007934529,0.598108243,0.153181376,-0.500244297,0.664404441,-0.687117507,-0.361137296,1.914178604,NA,0.754489834,-0.019793443,0.212283594,0.006710198,1.393726954,0.748513658,-0.613787332,-0.035076865,-0.205553195,0.141352201,0.767185803,-0.396881484
LRRC59,0.459491363,-0.138549037,-0.060474193,-0.5626567,-0.024615214,0.109815235,0.001043118,0.149730401,0.18734845,0.204053451,0.048961795,-0.124073898,0.285904571,0.403310301,0.365816399,0.333908265,0.222449732,0.30206733,0.0731687,0.184296684,0.409036597,0.185694387,0.084738496,0.183285012,0.094899232
PBXIP1,0.936670503,-0.125394978,0.008243886,0.609410172,0,-0.346584396,-0.472735198,-0.480014997,-0.279526525,0.280694997,0.213867798,0.363682753,0.455545237,0.038850918,-0.740964733,0.03672569,0.388130483,-0.065535885,0.573212233,0.745344323,0.358288142,0.134068766,-0.899129909,-0.257577718,0.15518436
VPS33A,0.042797605,-0.254375725,-0.413665224,0.757946388,0.078806341,-0.055263141,-0.302234598,0.560120401,0.749619035,0.652844777,-0.480264981,0,-0.274384072,-0.342555304,0.354397642,-1.085500686,-0.998366506,-1.241423386,-0.05086824,NA,-0.475514246,-0.635435186,0.818952648,-1.705615881,-0.397344475
SH3KBP1,0.467938163,0.39459786,-0.256049206,-0.283550594,-0.238661784,-3.514816746,-0.168637995,0.619337923,-0.280614571,0.234872509,-0.424504242,0.595367254,0.187055798,0.221058519,-0.567051179,0.083218231,-0.053527088,0.274982983,0.802107407,-0.504172659,0.43582791,-0.258298917,-0.281827003,0.427329865,-0.403163669
OTULIN,0.299827229,0.348256636,-1.51543912,0.717517668,0.028293117,NA,0.514622812,-0.274155339,-0.014578243,0.727755708,-0.385642072,-0.375529688,-0.472570788,-0.298643634,-0.605934464,-0.061500152,0.250785373,0.503399749,-0.219054443,-0.786831016,0.659134602,0.15935298,-0.487669442,-0.213764275,-2.272084235
DHX58,0.789975632,-0.353299003,NA,0.113689712,-0.57329044,0.678026896,-0.317890725,0.08140053,0.244408768,-0.710563843,0.246922419,0.668761057,-1.184407955,-0.708215361,-0.413787582,-1.504380312,-0.701045354,-1.641616339,0.504204974,0.658978345,-0.24302734,1.649470068,-0.427722619,1.001213508,-0.678152429
PYCR2,-1.641135333,0.718522764,-1.411356163,-0.117230179,0.286761096,1.430278874,-0.927562634,0.006316084,0.718337088,0.847995233,0.114013714,-0.053648132,0.328939099,0.088001694,0.303540609,0.243175945,0.487011083,-0.103209563,0.25633586,1.721375047,0.005342764,-0.428907475,0.83085888,-1.555262689,NA
ISOC1,-0.849832785,-0.116546267,-1.065104784,-0.398877205,-0.048452068,-3.480645943,-0.327687284,0.066486779,-0.565981577,-0.216448903,-0.122632654,0.148089001,0.282099535,-0.579383225,0.298337488,-0.373087916,-0.033076435,0.018480818,0.323415462,-1.266181929,-0.06787692,0.124263232,-0.011661102,-0.172079397,0.339395131
GCC1,NA,-0.822900919,0.24795103,-0.028026774,-0.466814524,NA,-0.14763319,-0.130376808,0.38655736,-2.113192012,0.045103596,0.941685705,-2.149314199,0.013872869,0.712499692,-0.337787794,-0.415479488,0.67257144,0.041337597,-0.305661098,0.753223256,0.649135845,1.299804405,-0.211613579,-1.129302481
CCDC124,-1.012565611,0.193056523,0.816158193,0.046316172,0.397211611,5.201412123,0.868661683,-0.298650557,-0.005593948,0.27578118,-0.525437382,-0.258434432,0.394883259,-0.386781679,-0.373840461,-0.419765883,-0.172397644,-0.447149845,0.534625973,0.248805698,-0.106379804,0.050214809,-1.110902178,-4.421593469,-0.10406222
AP2M1,NA,-0.237989816,NA,0.43458429,0.982407295,NA,-0.702886064,-0.159088133,0.679209598,-1.220575388,-1.22214152,0.324875843,1.339661176,0.163760517,-0.937980559,-0.619455932,0.554374771,0.122608485,-0.645769877,-0.627726553,-0.629624589,-0.832905264,1.168661559,-0.316916002,-0.79616958
HVCN1,-0.334169926,-0.104538424,-0.541671907,0.060570463,-0.427179192,0.372162914,-0.862763117,0.019760342,0.3442677,0.003020796,0.09335162,-0.383866515,0.321757089,0.11494873,-0.633359472,-0.372757368,0.029481468,0.522471599,-0.271041395,0.617837937,0.030503474,-0.104120187,-0.192074839,0.875008879,0.416743388
MRPL38,-4.209276902,-0.904909043,0.987869654,-0.417917612,0.626963925,0.568226782,-1.347478699,0.51261971,1.429891241,-0.513310979,1.58903376,0.626506115,-0.000764779,1.195325016,-0.931381554,-0.440736505,1.162377695,1.165177057,2.040231966,1.105240854,-0.5403861,0.325453799,-0.168830539,-0.490245035,1.226707026
ERLEC1,0.012697923,-0.131548099,-1.141921399,0.295290759,-0.304467065,0.789760286,0.180467969,-0.274750565,-0.184196167,0.681177917,0.524882593,-0.070058437,-0.760459529,0.040369404,0.06286283,0.016990754,0.098061841,-0.053833452,-0.303324951,0.341420705,0.717703359,0.53857309,-0.241717876,0.308950407,0.730962096
MTERF3,NA,-2.003753989,NA,-1.052006851,-1.321512977,-0.304115708,NA,-0.637727949,-0.871015557,0.727480168,-1.956393713,0.040653203,0.405406325,0.733688742,-1.249393184,-0.702439031,-0.146215309,2.062891808,1.372863417,1.097098344,0.089038944,0.50184831,0.181775881,1.041448752,0.357266028
SPDL1,-0.717425149,-1.257813128,-0.965918031,0.229493227,-0.038775485,-1.04842342,-0.09191269,-1.426656133,-0.792878408,-0.302862389,-0.634977643,-0.714317756,0.113850704,-0.564666279,0.531125072,0.079672915,0.567538046,0.990866497,0.338955503,0.159473762,-0.327123183,0.177106162,-0.139596411,0.760335806,0.458439033
KIFBP,-1.019074656,-0.430630903,0.177320846,0.015830322,-0.432804948,0.680390098,-0.363376432,-0.134931569,0.792700737,-1.6907955,-0.625743186,0.033631111,-1.351249535,-0.050898576,0.105299121,-0.627802942,-0.121429151,0.574507318,1.143275512,-0.106036494,0.124631237,0.107264994,0.583896818,-0.316057414,0.929181678
DNAJA3,1.101461688,0.415722117,-0.313683183,0.191513325,-0.37086171,0.131090951,0.665633908,-0.488365003,-1.003207438,0.74744671,-0.947897054,-0.205321119,-1.004383428,0.4936345,0.104312824,0.171451162,-0.728471398,0.102034201,-0.565816659,0.070722783,0.333939969,0.229970619,0.40612635,0.059241934,-0.640213722
DYNLL2,-0.143623268,-0.050429016,0.285550541,-1.192926061,0.147973342,-2.002979256,-0.30057965,-0.804743417,-1.049966259,-0.733418887,-0.151649059,0.143028918,-0.012045004,0.210981681,0.196240144,-0.101268244,0.481962922,-0.506835835,-0.262638119,-0.336254111,0.629350848,-0.180845124,-1.100144457,0.101252711,-0.098109168
SCRN2,0.065769691,1.025212532,1.143635802,0.559007149,-0.328634765,NA,0.287335479,0.36748186,NA,3.6098879,-0.316160779,-0.187767995,-2.274101121,-1.67879383,0.126372075,-0.29148604,-1.458775785,-0.798736827,-1.657767396,0.032887459,NA,-0.920385196,1.364952128,-0.256800682,NA
OTUB1,-1.77813167,-0.132434332,0.086870848,-0.486639747,-0.146904751,NA,0.123279509,-0.119318137,0.090483898,-0.21315545,-0.032100736,-0.287276116,-0.023839114,-0.113514876,-0.237529005,0.291796263,0.210957093,0.112884255,0.067225122,-0.053762513,0.599869628,-0.156970856,0.47615138,0.121405793,-0.554535744
BSCL2,2.168608289,-0.961279996,NA,0.921853503,0.619572299,0.396505588,1.086686156,1.442777386,-0.678329382,-0.250705049,-0.541055013,2.252074943,-3.636941998,2.926697961,-0.851535972,2.712836173,-0.55382524,-1.588736827,-2.484090679,NA,-1.950361685,0.101754436,0.587366724,NA,0
PDXP,1.049554878,1.174677074,0.09867942,1.272646648,-0.799167723,NA,0.007352332,0.852088989,-0.864094512,NA,-0.972207782,-0.723924598,0.842057532,0.327052957,-0.638579656,-1.683406403,-1.375882424,1.058660879,0.201154884,0.56958171,0.59583057,-1.155410001,-1.747210267,-1.325187333,0.650528526
DCUN1D1,-0.3178621,-0.141446136,1.548914486,-0.126487808,0.018207762,NA,-0.228635549,0.311970511,0.848727035,-0.730403846,-0.02100303,0.392361499,-1.304360323,0.421845048,0.6791252,0.276212814,0.953526796,-0.029631748,0.25110859,-0.757014184,0.301948511,-0.363322156,-0.010591502,0.194220069,0.221368537
FAHD2A,0.348835733,0.786140833,-0.849339731,0.184737499,-0.227161021,-4.266920646,0.397875202,0.386717589,-0.559424955,0.401281014,1.69E-05,0.118778175,0.129160963,-1.556576272,0.15146816,-0.867474234,-1.09117789,0.164393785,0.412493459,0.029440117,-0.080589962,-0.081486454,0.600460341,-0.051607117,-0.837780575
DDRGK1,0.334594979,-1.981799426,-1.999042108,-0.087775167,NA,0.252499623,-0.033344372,-0.82287444,0.503591746,0.7825548,-0.675475747,0.62282784,0.468464713,-0.768266599,-1.817968458,NA,0.126950487,-0.577382375,-0.946217561,0.76049438,0.099530694,-0.578626018,0.204446701,0.70335513,0.742988917
ZNF414,NA,-1.112150038,-0.109089268,-0.348353631,0.337168073,NA,-0.912489795,-0.685649534,0.138415526,-0.322107048,-0.156924615,0.758770179,-0.54895473,NA,-0.159398308,-0.360874204,-1.107475057,0.773249313,NA,-1.48721421,0.320752153,NA,1.1002923,-0.710916203,0.754323425
ABHD14B,-0.593992636,0.606345544,0.809911465,-0.185859286,0.478675206,NA,-1.389298532,-1.824689011,0.07448528,-0.797252234,-0.854309646,0.009536168,-0.76475809,-0.487917218,-0.095686905,0.38166081,0.298633494,-0.159191913,-0.728234593,0.159209305,-0.123617255,-0.048060446,-0.074644301,0.106327571,-0.228607594
ATP5MK,-1.077064151,0.897144048,0.421256989,-0.173035536,-0.062497309,NA,0.786146409,-0.345527374,-0.401711829,0.525901162,-1.362306745,0.638892836,0.328998012,-0.002240116,-0.591127593,0.046931509,-0.394926671,0.102369833,1.000248766,0.217768098,0.161998309,0.277277899,0.990476368,-0.518446903,0.21163103
PIWIL1,0.617395422,-0.234172334,-1.24054885,-0.03936159,0.147221151,NA,-1.665054851,0.727824484,0.209352184,-2.164831116,0.830028379,-1.2274701,-0.029165123,-0.963712971,-0.685736331,-0.436073675,-0.982435425,0.694022117,-0.533693303,0.123662953,0.56546598,-2.050167478,-0.943365447,-0.779445266,0.029308305
MAEL,-0.32568473,1.034153214,-1.50269599,-0.126778674,-1.278013939,NA,-0.13247983,0.487555106,0.795564227,-0.59349145,-0.573569246,-0.069924202,0.008797983,-0.356599681,0.518925278,-1.248455645,0.056456708,0.517696881,0.050887362,0.545919713,-0.422066246,-0.008851965,0.531665803,0.826481822,1.064648439
CLPTM1L,-0.048814412,1.374933146,NA,1.234338151,-1.525651643,1.239799366,-1.540587291,-1.336947955,0.124549744,0.216932072,0.661637956,-0.265054877,0.287157833,-0.345571044,1.155286629,-1.389658868,-0.976947729,-0.149314369,NA,-0.069892041,-0.204650297,1.676387781,0.142199563,-0.532779617,-0.525716374
CNDP2,-0.003847577,0.08538581,-0.158457754,-0.030559664,-0.317860725,-2.191470418,0.130184518,0.025415114,-0.247911899,-0.22660654,-0.026661523,-0.51346477,0.301078983,-0.262564879,-0.091383783,0.069075624,-0.006745312,-0.140331767,0.446365245,-0.147321109,0.209366627,0.274496227,0.653234239,0.316926139,0.372608924
SENP8,-0.193453295,NA,1.88360782,-1.037249492,0.407287645,0.670986149,-2.025210253,-0.283167182,-0.185287515,-1.793068029,NA,1.441841313,-1.020210615,-0.49825974,0.229388356,0.55395227,-0.518776376,-0.278471045,NA,NA,-0.854857719,-1.103252891,-0.647155675,-1.080379617,-0.512673907
ADAD1,0.833791765,-0.380702122,0.432204513,1.442371168,-0.158299099,0.917753531,0.003962495,-0.17603333,0.394077618,0.335265639,0.993347629,-0.60745197,1.018455448,0.395086914,-1.053340415,-0.650409187,-0.655729905,0.04255121,-0.128882023,0.647612944,-0.440899462,-0.143031962,-0.201184311,-0.432705407,-0.81805486
NLRP4,-1.154709058,-0.294667958,-0.827599089,-1.618670967,-1.27194155,-1.055097146,-1.33996875,-0.870259218,-0.712985422,-1.757571413,-0.342515476,-0.215874368,-1.142223705,-0.837275051,0.99504333,0.333755117,0.326266021,0.426450222,-0.733898864,-0.455769104,0.342785789,0.615930105,1.07038434,0.810991944,0.603673888
MIA2,-0.034995857,-1.185662875,-0.810141754,-0.190972173,-0.473838659,0.059044652,-1.774468354,0.157529192,0.559672093,0.255458406,0.39473788,0.298542062,0.782823829,0.935654199,0.26537641,-0.254092645,0.312387826,0.84061268,0.229638738,-0.551448791,-0.137147151,-0.094838874,-0.48564358,0.634435283,0.352172701
UHRF2,-0.929112879,-0.46044637,-2.37877648,-0.132833308,-1.799957288,1.279044964,-1.088049912,-0.057817757,-0.237812714,-0.339262984,-1.164623061,0.16178531,-1.210787427,-0.183273245,0.674375261,1.17921619,0.842772537,-0.621471145,-0.312898506,-1.217261875,0.204654779,0.711260205,0.35492056,0.853630292,0.820743046
VPS35,0.275491974,-0.032503718,0.795094703,-0.269787497,0.479568898,-3.024278491,0.246798228,-0.202299795,0.228605215,-0.531783553,-0.206521979,-0.786460452,0.295397592,-0.719142514,-0.082567855,-0.204748601,-0.103170632,-0.956226522,-0.366827514,-0.667556008,-0.271024179,0.146369388,0.374869289,-0.793615546,-0.604282816
GFM1,0.501846944,-0.147287707,-0.076597252,0.319980567,-0.249262246,0.491208307,-0.219891462,-0.480763605,-0.733378231,0.599552396,-0.255723396,-0.498491485,-0.501678179,0.641497106,0.428554971,-0.242321749,-0.473465517,-0.224558319,0.366579954,-0.995698606,0.158484718,-0.130108795,-0.156838066,-1.781903971,0.028254593
MAP7D2,0.363475932,-0.18945864,-0.039536211,0.122046985,-0.130972122,0.702778886,-0.176261424,0.063172891,0.846684466,-0.061733329,0.544075033,-0.152833712,0.236739696,0.369407009,-0.456755686,0.080705008,0.168724701,0.104217052,-0.416866868,0.301115239,0.407462083,-0.126661642,-0.822339991,0.130517827,0.781187538
UHRF1,-0.2842772,-0.201042001,-0.504886771,-0.341988307,-0.788799718,-0.204654315,-0.231618511,-0.379098218,-0.325247478,-0.618741879,-0.170258851,-0.335723433,-0.32246536,0.050324988,0.171296428,0.101870172,0.002717377,0.162855665,-0.589828962,-0.044662865,-0.050881792,0.095531801,0.251309816,0.074887289,0.083803406
RMDN3,0.265935714,-0.192315226,-0.683975918,-0.121251493,-0.715634098,0.975906167,-0.074791337,0.096380462,-0.160581849,0.824801425,0.164667454,-0.313357366,-0.466393444,-0.307032363,-0.028445461,-0.711008931,-0.573155457,0.044668741,-0.077755676,0.066819818,0.236029419,0.019658724,-0.154246478,-0.33403598,-0.470401272
MYCBP,0.368258626,-0.613644353,-0.619529172,0.098467447,-0.271064284,NA,0.351947181,0.423436619,0.785894733,-0.568111482,-0.244357075,-0.252343001,0.69264093,0.743312187,0.127295871,-0.289690856,-0.122212721,-0.517479651,0.35650298,0.592856569,0.37086652,0.121470633,-0.093308797,-0.222656838,0.06411646
TBCB,-0.031875776,-0.052822075,0.45045154,-0.446772296,0.360729292,-1.40695431,-0.456745769,0.157173343,-0.527165328,-1.52996256,-0.462999624,-0.15864214,0.207162566,-0.879214917,-0.003685421,-0.272964613,0.184653508,0.611030805,-0.738136926,0.005526821,0.29752343,-0.561814178,0.148924281,0.392700343,0.201886942
PSMB7,-0.567182078,0.184208233,0.030126824,0.213463532,-0.260603687,-0.006394627,-1.53488431,-0.120201775,0.428574283,-0.800603892,0.756778761,0.397526569,-0.030870204,-1.461436165,0.172371609,-0.13705452,0.148579822,-0.778052763,0.659682389,-0.603308684,0.629943381,-0.629215703,-0.468817814,0.239648357,0.348671418
PSMD1,0.296082018,0.590806993,0.397251543,-0.188847714,0.416515685,-1.356254412,-0.212101741,0.143752767,0.621147545,0.01284425,-0.034848312,-0.24883415,0.164935605,-0.808809413,-0.000922701,-0.106389817,-0.004398634,0.094482074,-0.812575269,-1.195023192,-0.004237775,-0.50501037,0.716218792,-0.129807693,-0.944162784
PARK7,-0.265889673,0.157105562,-0.209079318,0.120420638,-0.333801265,-3.252916827,-0.231664591,-0.126918312,-0.203143289,-0.262210635,-0.257545568,0.197649033,-0.377564661,-0.196588117,-0.111912415,0.182239578,0.098026965,-0.03070055,0.278238509,-0.134219301,0.123626559,0.112201338,0.05260767,0.373092611,-0.157898794
VAT1,0.821928285,0.715825616,1.188889598,0.264579196,0.301394563,-1.276397705,0.575990374,-0.31954584,-0.218559046,1.145470429,-0.081417828,0.384644763,-0.711996626,-0.573242215,-0.270378588,0.116238584,-0.301427506,-0.236334018,-0.541501621,0.063067836,-0.20020267,-0.406650023,-0.377955655,0.048980275,0.169109406
TSNAX,0.257216599,0.735897381,0.096464449,-0.18577708,-0.355096208,1.290671688,-0.449716941,0.709144942,0.242550671,-1.305405523,-0.012787292,-0.412585607,-0.285525753,-0.63409874,-0.051405882,-0.841506272,-0.737397656,-0.350248604,-0.956971994,-0.001998328,-1.475057171,0.334184557,-0.925503477,-0.448209563,0.674661944
SEPHS2,0.114004859,-1.525433562,0.180319052,-0.02648873,-0.132593224,-2.623414814,-0.132177619,0.007414482,0.268104277,-0.235576286,-0.277067071,0.671317271,1.082086292,0.303892748,-0.485608765,-0.171262753,0.685211081,-0.498848242,0.269631873,0.697718922,0.630002844,-0.566400838,-1.608370168,-0.670697986,0.6588286
TTC1,0.251599097,-1.042511616,-0.679690477,-0.959811225,-0.514464083,-0.028645772,0.650997359,-0.776215952,-0.555447105,0.468905842,0.306629354,0.133426797,-0.018712234,0.265670946,0,-0.343400172,-0.558617426,-0.136958908,0.211211396,-1.291145005,-0.058131284,-0.746330754,-1.186369325,0.5827914,-0.154573949
PHB2,0.372300767,0.260043597,-0.281712077,-0.05234661,0.012419325,0.69623259,-0.036357942,0.344721555,0.152488899,0.556183402,0.301901273,0.152963303,-0.267007289,0.044903431,0.43154671,-0.904019049,-0.170749828,0.031340431,-0.255885134,-0.063722165,0.319637951,0.083443121,-0.066009484,0.107123031,-0.092326201
SLC38A3,-0.088606163,-0.705759864,-1.294463246,-0.099466903,-0.150925585,NA,-0.366539077,0.122526349,-0.974974903,-1.7106866,-0.027767253,0.285466474,-0.457166076,0.76779004,0.670199817,0.354760613,0.526762696,0.642011249,-0.013376552,-0.809789175,-0.263097665,0.220469843,0.190970879,0.864344502,-0.042916103
COPS8,0.105306288,-0.128723124,-0.322144041,-0.541640621,-0.30871807,-3.663453346,-0.059437017,-0.204706962,0.241313889,0.505742745,0.031413919,-0.306662255,0.128132468,0.515293373,-0.500316422,0.210276291,0.164166692,-0.023619492,0.371588161,0.162040023,-0.055664299,0.222802431,0.079615907,0.552874782,0.437608404
CHP1,1.604224714,-0.928252542,NA,-1.526360841,-3.538287351,0.6146995,NA,0.33713962,-0.899982764,0.816131239,0.706483712,0.199880401,-0.454532097,-0.870830503,0.247936087,0.208538522,-0.313158852,-2.412717356,-0.081721963,-0.749189028,-0.716204824,1.351158451,0.214583513,0.194170899,-0.012027029
CGREF1,-0.059937189,0.659846977,0.495619579,-0.542938415,NA,0.824773108,1.114179974,-0.549761071,-0.924062696,-0.881826522,0.814951499,-0.483377939,-0.375450551,0.263584213,0.701429931,-0.70947766,-0.100122427,0.809347305,0.373767033,-0.172427922,-0.927739416,0.689061041,-0.34393254,-0.686544415,-0.26716242
HSD17B10,0.932693233,0.159178262,-0.585315292,-0.597311462,-0.177516134,0.029572103,0.467589779,-0.519274664,-0.684273118,-0.37337297,0.531858125,1.093841519,-0.546385474,-0.306408034,0.116168126,0.730442755,0.058606928,-0.012067328,0.040176605,0.434408856,0.443280722,0.446782412,0.362019034,0.366455292,0.31442674
NAP1L4,0.179879907,-0.001457088,0.217723065,0.221666908,0.180960916,-0.737252972,0.538417805,0.541050857,-0.07597097,0.084964211,0.338026205,-0.387603853,-0.333280996,0.372013127,0.204689762,-1.67934477,-0.635961173,-0.08168156,0.509159627,-0.348951192,-0.79578603,-0.45085954,0.148073322,-0.222341167,-0.27647708
MGST2,NA,NA,-1.8375094,0.209183618,-0.932463659,-0.500511489,0.259676245,1.232664041,NA,0.574397702,-0.108514612,0.571121125,-0.51342833,-0.397407967,NA,-1.402530607,-2.373778528,0.881796228,-0.92646325,1.822301929,0.259885039,0.879884878,0.188277978,1.097903546,-0.05452127
